Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
11/26/2017,"November 26, 2017",Lecce,Italy,26,"The""Heel of the Boot"" draws Bourdain back in time as he visits the largely untouched landscapes and colorful locals of Southern Italy and a culture steeped in both Christian and Pagan traditions. Unlike any other part of Italy, locals here perform a Taranta dance and speak the ancient language of ""Grieco"". The local cuisine of the Southern Italy is showcased during a meal with Italian-American film director Francis Ford Coppola at his hotel, Palazzo Margherita, where Bourdain is served traditional dishes of the Basilicata region like 'Pecora Pastorale', a Summer preparation of mutton and herbs.",8,40.351515,18.175016,11,November,1,474,Europe,10,Parts Unknown,https://www.cntraveler.com/story/anthony-bourdains-parts-unknown-visits-southern-italy,,Southern Italy,2017
11/26/2017,"November 26, 2017",Torre Canne,Italy,26,"The""Heel of the Boot"" draws Bourdain back in time as he visits the largely untouched landscapes and colorful locals of Southern Italy and a culture steeped in both Christian and Pagan traditions. Unlike any other part of Italy, locals here perform a Taranta dance and speak the ancient language of ""Grieco"". The local cuisine of the Southern Italy is showcased during a meal with Italian-American film director Francis Ford Coppola at his hotel, Palazzo Margherita, where Bourdain is served traditional dishes of the Basilicata region like 'Pecora Pastorale', a Summer preparation of mutton and herbs.",8,40.840472,17.470018,11,November,1,475,Europe,10,Parts Unknown,https://www.cntraveler.com/story/anthony-bourdains-parts-unknown-visits-southern-italy,,Southern Italy,2017
4/29/2018,"April 29, 2018",War,United States,29,"Bourdain digs deep into the proud, often misunderstood culture of West Virginia, as he traverses a 5,000 foot mine, observes the demolition derby-like sport of rock-bouncing and dines on signature Appalachian dishes. Bourdain's own preconceptions are dashed as he finds the West Virginian attitude to be a remarkable dichotomy, both resolute and open-minded. Over an assortment of local dishes - snapping turtle patties, squirrel gravy, pawpaw ice cream, spaghetti pie, and bear meat - residents candidly discuss their staunch views on the second amendment, Donald Trump, life beyond the coal industry, and the reclamation of West Virginian cuisine.",1,37.301225,-81.690943,4,April,1,476,North America,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,West Virginia,West Virginia,2018
4/29/2018,"April 29, 2018",Man,United States,29,"Bourdain digs deep into the proud, often misunderstood culture of West Virginia, as he traverses a 5,000 foot mine, observes the demolition derby-like sport of rock-bouncing and dines on signature Appalachian dishes. Bourdain's own preconceptions are dashed as he finds the West Virginian attitude to be a remarkable dichotomy, both resolute and open-minded. Over an assortment of local dishes - snapping turtle patties, squirrel gravy, pawpaw ice cream, spaghetti pie, and bear meat - residents candidly discuss their staunch views on the second amendment, Donald Trump, life beyond the coal industry, and the reclamation of West Virginian cuisine.",1,37.739829,-81.877619,4,April,1,477,North America,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,West Virginia,West Virginia,2018
4/29/2018,"April 29, 2018",Lost Creek,United States,29,"Bourdain digs deep into the proud, often misunderstood culture of West Virginia, as he traverses a 5,000 foot mine, observes the demolition derby-like sport of rock-bouncing and dines on signature Appalachian dishes. Bourdain's own preconceptions are dashed as he finds the West Virginian attitude to be a remarkable dichotomy, both resolute and open-minded. Over an assortment of local dishes - snapping turtle patties, squirrel gravy, pawpaw ice cream, spaghetti pie, and bear meat - residents candidly discuss their staunch views on the second amendment, Donald Trump, life beyond the coal industry, and the reclamation of West Virginian cuisine.",1,39.161203,-80.352034,4,April,1,478,North America,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,West Virginia,West Virginia,2018
4/29/2018,"April 29, 2018",Welch,United States,29,"Bourdain digs deep into the proud, often misunderstood culture of West Virginia, as he traverses a 5,000 foot mine, observes the demolition derby-like sport of rock-bouncing and dines on signature Appalachian dishes. Bourdain's own preconceptions are dashed as he finds the West Virginian attitude to be a remarkable dichotomy, both resolute and open-minded. Over an assortment of local dishes - snapping turtle patties, squirrel gravy, pawpaw ice cream, spaghetti pie, and bear meat - residents candidly discuss their staunch views on the second amendment, Donald Trump, life beyond the coal industry, and the reclamation of West Virginian cuisine.",1,37.432891,-81.584551,4,April,1,479,North America,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,West Virginia,West Virginia,2018
4/29/2018,"April 29, 2018",Philippi,United States,29,"Bourdain digs deep into the proud, often misunderstood culture of West Virginia, as he traverses a 5,000 foot mine, observes the demolition derby-like sport of rock-bouncing and dines on signature Appalachian dishes. Bourdain's own preconceptions are dashed as he finds the West Virginian attitude to be a remarkable dichotomy, both resolute and open-minded. Over an assortment of local dishes - snapping turtle patties, squirrel gravy, pawpaw ice cream, spaghetti pie, and bear meat - residents candidly discuss their staunch views on the second amendment, Donald Trump, life beyond the coal industry, and the reclamation of West Virginian cuisine.",1,39.15232,-80.040358,4,April,1,480,North America,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,West Virginia,West Virginia,2018
5/6/2018,"May 6, 2018",Jose Ignacio,Uruguay,6,"Bourdain returns to Uruguay after a decade away and finds a progressive nation in the midst of social change, but with evident fragments of its colonial past, most notably in its local cuisine. Accompanied by Uruguayan native and restaurateur/chef Ignacio ""Nacho"" Mattos, the two visit his hometown of Santa Lucia for a home cooked Italian family meal made by his grandmother, head for a night out in Montevideo with local band Hablan Por La Espalda, sample drive-thru steaks, and cap off the trip with an asado (barbecue) with friends on a small island in Jose Ignacio.",2,-34.835915,-54.645146,5,May,1,481,South America,11,Parts Unknown,http://cnnpressroom.blogs.cnn.com/2018/04/09/season-11-of-cnn-original-series-anthony-bourdain-parts-unknown-launches-sunday-april-29-at-9pm-with-a-tour-of-west-virginia-in-an-extended-episode/,,Uruguay,2018
5/6/2018,"May 6, 2018",Montevideo,Uruguay,6,"Bourdain returns to Uruguay after a decade away and finds a progressive nation in the midst of social change, but with evident fragments of its colonial past, most notably in its local cuisine. Accompanied by Uruguayan native and restaurateur/chef Ignacio ""Nacho"" Mattos, the two visit his hometown of Santa Lucia for a home cooked Italian family meal made by his grandmother, head for a night out in Montevideo with local band Hablan Por La Espalda, sample drive-thru steaks, and cap off the trip with an asado (barbecue) with friends on a small island in Jose Ignacio.",2,-34.901113,-56.164531,5,May,1,482,South America,11,Parts Unknown,http://cnnpressroom.blogs.cnn.com/2018/04/09/season-11-of-cnn-original-series-anthony-bourdain-parts-unknown-launches-sunday-april-29-at-9pm-with-a-tour-of-west-virginia-in-an-extended-episode/,,Uruguay,2018
5/6/2018,"May 6, 2018",Santa Lucia,Uruguay,6,"Bourdain returns to Uruguay after a decade away and finds a progressive nation in the midst of social change, but with evident fragments of its colonial past, most notably in its local cuisine. Accompanied by Uruguayan native and restaurateur/chef Ignacio ""Nacho"" Mattos, the two visit his hometown of Santa Lucia for a home cooked Italian family meal made by his grandmother, head for a night out in Montevideo with local band Hablan Por La Espalda, sample drive-thru steaks, and cap off the trip with an asado (barbecue) with friends on a small island in Jose Ignacio.",2,-34.452252,-56.388019,5,May,1,483,South America,11,Parts Unknown,http://cnnpressroom.blogs.cnn.com/2018/04/09/season-11-of-cnn-original-series-anthony-bourdain-parts-unknown-launches-sunday-april-29-at-9pm-with-a-tour-of-west-virginia-in-an-extended-episode/,,Uruguay,2018
5/13/2018,"May 13, 2018",Petty Harbour,Canada,13,"An exploration of this rocky, east coast Canadian island by Bourdain reveals a magical place abundant in fish and wild game and steeped in distinctive traditions. Guided by prominent chefs Frederic Moran, Jeremy Charles and David McMillan, the host takes part in cod fishing, moose hunting, and axe throwing and dines on charred whelk with brasciola, caribou tartare, and Newfoundland classic Jiggs Dinner (boiled meat & vegetables). A side trip to the nearby French archipelago of St. Pierre is the setting for a home cooked meal of sea urchin pâté, stuffed squid over rice and braised halibut.",3,47.469784,-52.705178,5,May,1,484,North America,11,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-newfoundland,,Newfoundland,2018
5/13/2018,"May 13, 2018",St. John's,Canada,13,"An exploration of this rocky, east coast Canadian island by Bourdain reveals a magical place abundant in fish and wild game and steeped in distinctive traditions. Guided by prominent chefs Frederic Moran, Jeremy Charles and David McMillan, the host takes part in cod fishing, moose hunting, and axe throwing and dines on charred whelk with brasciola, caribou tartare, and Newfoundland classic Jiggs Dinner (boiled meat & vegetables). A side trip to the nearby French archipelago of St. Pierre is the setting for a home cooked meal of sea urchin pâté, stuffed squid over rice and braised halibut.",3,47.56151,-52.712577,5,May,1,485,North America,11,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-newfoundland,,Newfoundland,2018
5/13/2018,"May 13, 2018",St. Pierre and Miquelon,France,13,"An exploration of this rocky, east coast Canadian island by Bourdain reveals a magical place abundant in fish and wild game and steeped in distinctive traditions. Guided by prominent chefs Frederic Moran, Jeremy Charles and David McMillan, the host takes part in cod fishing, moose hunting, and axe throwing and dines on charred whelk with brasciola, caribou tartare, and Newfoundland classic Jiggs Dinner (boiled meat & vegetables). A side trip to the nearby French archipelago of St. Pierre is the setting for a home cooked meal of sea urchin pâté, stuffed squid over rice and braised halibut.",3,46.8852,-56.3159,5,May,1,486,North America,11,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-newfoundland,,Newfoundland,2018
5/20/2018,"May 20, 2018",Yerevan,Armenia,20,"Bourdain takes a wide-angle look at the culture and history of this country, heavily influenced by Europe and Russia, with guides musician of Armenian descent Serj Tankian (System of a Down), and historian/Armenian resident Richard Giragosian. Breaking bread with Tankian at the restaurant Dolmama in Yerevan, during dinners with locals, the host explores the native and diaspora Armenian populations' survival and achievements against the odds.",4,40.179186,44.499103,5,May,1,487,Asia,11,Parts Unknown,http://cnnpressroom.blogs.cnn.com/2018/04/09/season-11-of-cnn-original-series-anthony-bourdain-parts-unknown-launches-sunday-april-29-at-9pm-with-a-tour-of-west-virginia-in-an-extended-episode/,,Armenia,2018
6/3/2018,"June 3, 2018",Hong Kong,China,3,"Hong Kong, a city that's always in transition and unapologetically modern has another side... a beautiful one that's in danger of disappearing entirely. Bourdain experiences this city through the eyes and lens of legendary cinematographer and longtime Hong Kong resident Christopher Doyle (Chungking Express, In the Mood for Love, The White Girl).",5,22.396428,114.109497,6,June,1,488,Asia,11,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Hong Kong,2018
